species;eu_status;google;scopus;EASIN_Id;Status;TER;FRW;MAR;EST;habitat;worst_100_world_ISSG;worst_100_Europe_DAISIE;mentioned_in_EU_quarantine_species;partly_native
Eclipta prostrata;NO;1632;2527;R05410;A;1;1;0;0;Freshwater_Terrestrial;NO;NO;NO;NO
Egeria densa;NO;7821;2455;R05431;A;0;1;0;0;Freshwater;NO;NO;NO;NO
Elaeagnus ebbingei;NO;5794;12;NA;NA;1;0;0;0;Terrestrial;NO;NO;NO;NO
Elaeagnus macrophylla;NO;1587;89;R05457;A;1;0;0;0;Terrestrial;NO;NO;NO;NO
Elaeagnus pungens;NO;5572;132;R05459;A;1;0;0;0;Terrestrial;NO;NO;NO;NO
Elaeagnus umbellata;NO;4788;574;R05460;A;1;0;0;0;Terrestrial;NO;NO;NO;NO
Elanoides forficatus;NO;1150;54;R19793;A;1;0;0;0;Terrestrial;NO;NO;NO;NO
Eleocharis engelmannii;NO;0;13;R19446;A;1;1;0;0;Freshwater_Terrestrial;NO;NO;NO;NO
Eleocharis mamillata;NO;0;22;NA;NA;1;0;0;0;Terrestrial;NO;NO;NO;YES
Ellisiophyllum pinnatum;NO;0;2;NA;NA;1;0;0;0;Terrestrial;NO;NO;NO;NO
Elodea canadensis;NO;4929;3188;R05500;A;0;1;0;0;Freshwater;NO;YES;NO;NO
Elsholtzia stauntonii;NO;1710;74;R05505;A;1;0;0;0;Terrestrial;NO;NO;NO;NO
Enchelycore anatina;NO;0;57;NA;NA;0;0;1;0;Marine;NO;NO;NO;YES
Enigmadiplosis agapanthi;NO;0;0;R19568;A;1;0;0;0;Terrestrial;NO;NO;NO;NO
Ensis leei;NO;0;25;NA;NA;0;0;1;0;Marine;NO;NO;NO;NO
Eolophus roseicapilla;NO;962;54;NA;NA;1;0;0;0;Terrestrial;NO;NO;NO;NO
Eotetranychus aceri;NO;0;4;NA;NA;1;0;0;0;Terrestrial;NO;NO;NO;YES
Eotetranychus fraxini;NO;0;10;NA;NA;1;0;0;0;Terrestrial;NO;NO;NO;YES
Eotetranychus pruni;NO;0;23;NA;NA;1;0;0;0;Terrestrial;NO;NO;NO;YES
Epichrysocharis burwelli;NO;0;9;NA;NA;1;0;0;0;Terrestrial;NO;NO;NO;NO
Epilobium brachycarpum;NO;1913;31;R05652;A;1;0;0;0;Terrestrial;NO;NO;NO;NO
Epilobium nummularifolium;NO;0;2;NA;NA;1;0;0;0;Terrestrial;NO;NO;NO;NO
Epimedium pinnatum;NO;1623;17;NA;NA;1;0;0;0;Terrestrial;NO;NO;NO;YES
Epinephelus caninus;NO;0;41;NA;NA;0;0;1;0;Marine;NO;NO;NO;YES
Epinephelus malabaricus;NO;1486;2399;R16403;A;0;0;1;0;Marine;NO;NO;NO;NO
Epitrix hirtipennis;NO;0;43;R05711;A;1;0;0;0;Terrestrial;NO;NO;NO;NO
Epuraea imperialis;NO;0;14;NA;NA;1;0;0;0;Terrestrial;NO;NO;NO;NO
Equisetum arvense;NO;7774;3046;NA;NA;1;0;0;0;Terrestrial;NO;NO;NO;YES
Equisetum palustre;NO;2603;378;NA;NA;1;0;0;0;Terrestrial;NO;NO;NO;YES
Equisetum scirpoides;NO;2000;52;NA;NA;1;0;0;0;Terrestrial;NO;NO;NO;YES
Equisetum trachyodon;NO;0;17;NA;NA;1;0;0;0;Terrestrial;NO;NO;NO;YES
Equisetum variegatum;NO;885;101;NA;NA;1;0;0;0;Terrestrial;NO;NO;NO;YES
Eragrostis pilosa;NO;1750;192;NA;NA;1;0;0;0;Terrestrial;NO;NO;NO;YES
Erasmoneura vulnerata;NO;261;17;NA;NA;1;0;0;0;Terrestrial;NO;NO;NO;NO
Eremocoris fenestratus;NO;0;0;NA;NA;1;0;0;0;Terrestrial;NO;NO;NO;YES
Erigeron annuus;NO;3117;1203;R05820;A;1;0;0;0;Terrestrial;NO;NO;NO;NO
Erigeron speciosus;NO;2701;41;R05827;A;1;0;0;0;Terrestrial;NO;NO;NO;NO
Erigeron strigosus;NO;854;71;NA;NA;1;0;0;0;Terrestrial;NO;NO;NO;NO
Eriocephalus africanus;NO;1460;192;R05835;A;1;0;0;0;Terrestrial;NO;NO;NO;NO
Eriochloa villosa;NO;0;148;R05842;A;1;0;0;0;Terrestrial;NO;NO;NO;NO
Erodium manescavii;NO;1564;0;NA;NA;1;0;0;0;Terrestrial;NO;NO;NO;YES
Erodium trifolium;NO;0;162;NA;NA;1;0;0;0;Terrestrial;NO;NO;NO;NO
Erugosquilla massavensis;NO;0;69;R05887;A;0;0;1;0;Marine;NO;NO;NO;NO
Eryngium bourgatii;NO;3467;139;NA;NA;1;0;0;0;Terrestrial;NO;NO;NO;YES
Erythranthe cuprea;NO;0;0;NA;NA;1;0;0;0;Terrestrial;NO;NO;NO;NO
Erythranthe guttata;NO;1044;18;NA;NA;1;0;0;0;Terrestrial;NO;NO;NO;NO
Erythranthe lutea;NO;0;3;NA;NA;1;0;0;0;Terrestrial;NO;NO;NO;NO
Erythranthe moschata;NO;0;1;NA;NA;1;0;0;0;Terrestrial;NO;NO;NO;NO
Erythranthe peregrina;NO;0;2;NA;NA;1;0;0;0;Terrestrial;NO;NO;NO;YES
Erythrina crista-galli;NO;3390;631;R05967;A;1;0;0;0;Terrestrial;NO;NO;NO;NO
Erythrina lysistemon;NO;2289;342;R05969;A;1;0;0;0;Terrestrial;NO;NO;NO;NO
Eucalyptus camaldulensis;NO;6148;11692;R05998;A;1;0;0;0;Terrestrial;NO;NO;NO;NO
Eucalyptus globulus;NO;9859;30091;R06002;A;1;0;0;0;Terrestrial;NO;NO;NO;NO
Eucalyptus polyanthemos;NO;2438;133;NA;NA;1;0;0;0;Terrestrial;NO;NO;NO;NO
Eucalyptus sideroxylon;NO;2640;632;R06012;A;1;0;0;0;Terrestrial;NO;NO;NO;NO
Euchone limnicola;NO;0;11;NA;NA;0;0;1;0;Marine;NO;NO;NO;NO
Eudocimus ruber;NO;1493;158;R06030;A;1;0;0;0;Terrestrial;NO;NO;NO;NO
Euodice malabarica;NO;0;5;NA;NA;1;0;0;0;Terrestrial;NO;NO;NO;NO
Euonymus alatus;NO;7889;1479;NA;NA;1;0;0;0;Terrestrial;NO;NO;NO;NO
Euonymus fortunei;NO;8351;301;R06061;A;1;0;0;0;Terrestrial;NO;NO;NO;NO
Euonymus japonicus;NO;4984;584;R06065;A;1;0;0;0;Terrestrial;NO;NO;NO;NO
Euphorbia chamaesyce;NO;1246;662;NA;NA;1;0;0;0;Terrestrial;NO;NO;NO;YES
Euphorbia davidii;NO;0;84;R06094;A;1;0;0;0;Terrestrial;NO;NO;NO;NO
Euphorbia hypericifolia;NO;2139;39;R18768;A;1;0;0;0;Terrestrial;NO;NO;NO;NO
Euphorbia lathyris;NO;5732;1400;R06111;A;1;0;0;0;Terrestrial;NO;NO;NO;NO
Euphorbia maculata;NO;3299;597;R18769;A;1;0;0;0;Terrestrial;NO;NO;NO;NO
Euphorbia ophthalmica;NO;0;7;NA;NA;1;0;0;0;Terrestrial;NO;NO;NO;NO
Euphorbia prostrata;NO;4045;907;R18772;A;1;0;0;0;Terrestrial;NO;NO;NO;NO
Euphorbia pseudoesula;NO;0;0;NA;NA;1;0;0;0;Terrestrial;NO;NO;NO;NO
Euphorbia serpens;NO;1929;160;R18774;A;1;0;0;0;Terrestrial;NO;NO;NO;NO
Euplectes macroura;NO;0;11;NA;NA;1;0;0;0;Terrestrial;NO;NO;NO;NO
Euplokamis dunlapae;NO;0;35;R19353;A;0;0;1;0;Marine;NO;NO;NO;NO
Eurytoma plotnikovi;NO;0;30;R17749;A;1;0;0;0;Terrestrial;NO;NO;NO;NO
Eusarsiella zostericola;NO;NA;NA;R06200;A;0;0;1;0;NA;NA;NA;NO;NA
Euthymella colzumensis;NO;0;1;NA;NA;0;0;1;0;Marine;NO;NO;NO;NO
Euthymonacha polita;NO;NA;NA;R16645;A;0;0;1;0;NA;NA;NA;NO;NA
Eutrochium fistulosum;NO;1136;2;R06212;A;1;0;0;0;Terrestrial;NO;NO;NO;NO
Euvola ziczac;NO;0;378;NA;NA;0;0;1;0;Marine;NO;NO;NO;NO
Euxesta notata;NO;0;13;R17044;A;1;0;0;0;Terrestrial;NO;NO;NO;NO
Evadne anonyx;NO;0;27;NA;NA;0;1;1;0;Freshwater_Marine;NO;NO;NO;YES
Fabrella tsugae;NO;0;2;NA;NA;0;1;1;0;Freshwater_Marine;NO;NO;NO;YES
Fallopia baldschuanica;consideration;2952;19;R18445;A;1;0;0;0;Terrestrial;NO;NO;NO;NO
Faxonius limosus;NO;0;114;NA;NA;0;1;0;0;Freshwater;NO;NO;NO;NO
Felicia bergeriana;NO;0;5;NA;NA;0;1;0;0;Freshwater;NO;NO;NO;NO
Fenestrulina delicia;NO;0;11;R17281;A;0;0;1;0;Marine;NO;NO;NO;NO
Festuca alfrediana;NO;0;10;NA;NA;1;0;0;0;Terrestrial;NO;NO;NO;YES
Ficopomatus enigmaticus;NO;1727;360;R06316;A;0;1;1;0;Freshwater_Marine;NO;YES;NO;NO
Ficus microcarpa;NO;10865;1794;NA;NA;1;0;0;0;Terrestrial;NO;NO;NO;NO
Fieberiella septentrionalis;NO;0;2;NA;NA;1;0;0;0;Terrestrial;NO;NO;NO;YES
Fistularia petimba;NO;775;55;NA;NA;0;0;1;0;Marine;NO;NO;NO;NO
Flueggea suffruticosa;NO;610;76;R06350;A;1;0;0;0;Terrestrial;NO;NO;NO;NO
Forficula lucasi;NO;0;4;NA;NA;1;0;0;0;Terrestrial;NO;NO;NO;YES
Fragaria moschata;NO;1978;248;NA;NA;1;0;0;0;Terrestrial;NO;NO;NO;YES
Freesia leichtlinii;NO;0;5;NA;NA;1;0;0;0;Terrestrial;NO;NO;NO;NO
Fumaria bastardii;NO;683;57;NA;NA;1;0;0;0;Terrestrial;NO;NO;NO;YES
Fumaria reuteri;NO;0;3;NA;NA;1;0;0;0;Terrestrial;NO;NO;NO;YES
Gagea dubia;NO;0;17;NA;NA;1;0;0;0;Terrestrial;NO;NO;NO;YES
Gaillardia aristata;NO;4484;155;R06485;A;1;0;0;0;Terrestrial;NO;NO;NO;NO
Galanthus nivalis;NO;5386;2443;NA;NA;1;0;0;0;Terrestrial;NO;NO;NO;YES
Galanthus plicatus;NO;1862;88;NA;NA;1;0;0;0;Terrestrial;NO;NO;NO;YES
Galanthus woronowii;NO;1883;87;NA;NA;1;0;0;0;Terrestrial;NO;NO;NO;YES
Gammarus tigrinus;NO;0;587;R06581;A;0;1;0;0;Freshwater;NO;NO;NO;NO
Gammogobius steinitzi;NO;0;43;NA;NA;0;0;1;0;Marine;NO;NO;NO;YES
Gazania rigens;NO;3448;174;NA;NA;1;0;0;0;Terrestrial;NO;NO;NO;NO
Gelidium vagum;NO;0;116;R17504;A;0;0;1;0;Marine;NO;NO;NO;NO
Geranium maderense;NO;3906;5;R06676;A;1;0;0;0;Terrestrial;NO;NO;NO;NO
Geranium psilostemon;NO;2586;10;NA;NA;1;0;0;0;Terrestrial;NO;NO;NO;YES
Geum convallis;NO;0;1;NA;NA;1;0;0;0;Terrestrial;NO;NO;NO;YES
Ginkgo biloba;NO;18186;43348;R06736;A;1;0;0;0;Terrestrial;NO;NO;NO;NO
Gladiolus imbricatus;NO;1863;92;NA;NA;1;0;0;0;Terrestrial;NO;NO;NO;YES
Gladiolus italicus;NO;1927;12;NA;NA;1;0;0;0;Terrestrial;NO;NO;NO;YES
Glandularia hybrida;NO;1211;24;NA;NA;1;0;0;0;Terrestrial;NO;NO;NO;NO
Glaucium grandiflorum;NO;0;92;NA;NA;1;0;0;0;Terrestrial;NO;NO;NO;YES
Glycaspis brimblecombei;NO;1531;272;NA;NA;1;0;0;0;Terrestrial;NO;NO;NO;NO
Glyceria striata;NO;1124;108;R06786;A;1;1;0;0;Freshwater_Terrestrial;NO;NO;NO;NO
Glyphidohaptor plectocirra;NO;0;15;R16657;A;0;0;1;0;Marine;NO;NO;NO;NO
Gobio occitaniae;NO;0;24;NA;NA;0;1;1;0;Freshwater_Marine;NO;NO;NO;YES
Gobiosoma bosc;NO;0;135;R17573;A;0;1;1;0;Freshwater_Marine;NO;NO;NO;NO
Gomphocarpus fruticosus;NO;2424;94;R06825;A;1;0;0;0;Terrestrial;NO;NO;NO;NO
Gonialoe variegata;NO;1604;4;NA;NA;1;0;0;0;Terrestrial;NO;NO;NO;NO
Goniobranchus obsoletus;NO;0;16;R19356;A;0;0;1;0;Marine;NO;NO;NO;NO
Gonioinfradens paucidentatus;NO;0;22;R06837;A;0;0;1;0;Marine;NO;NO;NO;NO
Gonocerus acuteangulatus;NO;2554;21;NA;NA;1;0;0;0;Terrestrial;NO;NO;NO;YES
Gracilaria chorda;NO;0;294;R18217;A;0;0;1;0;Marine;NO;NO;NO;NO
Gracilaria vermiculophylla;NO;1264;1517;R06855;A;0;0;1;0;Marine;NO;NO;NO;NO
Gracilechinus acutus;NO;0;22;NA;NA;0;0;1;0;Marine;NO;NO;NO;YES
Grandidierella japonica;NO;0;184;R06863;A;0;0;1;0;Marine;NO;NO;NO;NO
Graphocephala fennahi;NO;826;35;R06873;A;1;0;0;0;Terrestrial;NO;NO;NO;NO
Graptemys pseudogeographica;NO;2251;205;NA;NA;1;1;0;0;Terrestrial_Freshwater;NO;NO;NO;NO
Grateloupia minima;NO;0;207;R16659;A;0;0;1;0;Marine;NO;NO;NO;NO
Griffithsia schousboei;NO;0;13;NA;NA;0;0;1;0;Marine;NO;NO;NO;YES
Grus canadensis;NO;2273;847;NA;NA;1;0;0;0;Terrestrial;NO;NO;NO;NO
Grus vipio;NO;0;155;NA;NA;1;0;0;0;Terrestrial;NO;NO;NO;NO
Guinearma alberti;NO;0;2;NA;NA;0;0;1;0;Marine;NO;NO;NO;NO
Guizotia schimperi;NO;0;22;R06919;A;1;0;0;0;Terrestrial;NO;NO;NO;NO
Gunnera tinctoria;accepted;4457;149;R06923;A;1;0;0;0;Terrestrial;NO;NO;NO;NO
Gutenbergia rueppellii;NO;0;1;NA;NA;1;0;0;0;Terrestrial;NO;NO;NO;NO
Gymnocephalus cernua;NO;0;651;NA;NA;0;1;0;0;Freshwater;NO;NO;NO;YES
Haemorhous mexicanus;NO;1667;461;NA;NA;1;0;0;0;Terrestrial;NO;NO;NO;NO
Haliaeetus albicilla;NO;2844;1679;NA;NA;1;0;0;0;Terrestrial;NO;NO;NO;YES
Haliaeetus leucocephalus;NO;4327;1919;R07011;A;1;0;0;0;Terrestrial;NO;NO;NO;NO
Haliclystus salpinx;NO;0;0;NA;NA;0;0;1;0;Marine;NO;NO;NO;NO
Haliclystus tenuis;NO;0;7;R19657;A;0;0;1;0;Marine;NO;NO;NO;NO
Halimeda incrassata;NO;0;396;R19416;A;0;0;1;0;Marine;NO;NO;NO;NO
Halimium lasianthum;NO;1107;12;NA;NA;1;0;0;0;Terrestrial;NO;NO;NO;YES
Halophila decipiens;NO;774;599;R19954;A;1;1;1;0;Terrestrial_ Freshwater_ Marine;NO;NO;NO;NO
Halyomorpha halys;NO;4980;1724;R17054;A;1;0;0;0;Terrestrial;NO;NO;NO;NO
Haminella solitaria;NO;0;1;NA;NA;0;0;1;0;Marine;NO;NO;NO;NO
Hedera algeriensis;NO;2782;8;R07097;A;1;0;0;0;Terrestrial;NO;NO;NO;NO
Hedera colchica;NO;4853;270;NA;NA;1;0;0;0;Terrestrial;NO;NO;NO;YES
Hedera hibernica;NO;6853;61;NA;NA;1;0;0;0;Terrestrial;NO;NO;NO;YES
Hedera maroccana;NO;0;4;NA;NA;1;0;0;0;Terrestrial;NO;NO;NO;NO
Helianthus decapetalus;NO;2247;25;R07122;A;1;0;0;0;Terrestrial;NO;NO;NO;NO
Helianthus tuberosus;NO;7078;6969;R07136;A;1;0;0;0;Terrestrial;NO;NO;NO;NO
Helichrysum petiolare;NO;4384;77;R07148;A;1;0;0;0;Terrestrial;NO;NO;NO;NO
Helleborus lividus;NO;2180;12;NA;NA;1;0;0;0;Terrestrial;NO;NO;NO;YES
Hemigrapsus penicillatus;NO;0;238;NA;NA;0;0;1;0;Marine;NO;NO;NO;NO
Hemigrapsus sanguineus;consideration;1103;990;R07228;A;0;0;1;0;Marine;NO;NO;NO;NO
Hemigrapsus takanoi;NO;600;148;R07229;A;0;0;1;0;Marine;NO;NO;NO;NO
Hemiramphus far;NO;0;172;R07231;A;0;0;1;0;Marine;NO;NO;NO;NO
Heracleum sosnowskyi;accepted;2271;387;NA;NA;1;0;0;0;Terrestrial;NO;NO;NO;YES
Heracleum sphondylium;NO;3508;662;NA;NA;1;0;0;0;Terrestrial;NO;NO;NO;YES
Hercinothrips dimidiatus;NO;0;3;R19579;A;1;0;0;0;Terrestrial;NO;NO;NO;NO
Herdmania momus;NO;NA;NA;R16666;A;0;0;1;0;NA;NA;NA;NO;NA
Hermetia illucens;NO;6220;3020;R07265;A;1;0;0;0;Terrestrial;NO;NO;NO;NO
Herniaria litardierei;NO;0;1;NA;NA;1;0;0;0;Terrestrial;NO;NO;NO;YES
Hesionura serrata;NO;0;5;R16667;A;0;0;1;0;Marine;NO;NO;NO;NO
Hesperibalanus fallax;NO;0;3;NA;NA;0;0;1;0;Marine;NO;NO;NO;NO
Heteranthera zosterifolia;NO;4412;4;R07292;A;0;1;0;0;Freshwater;NO;NO;NO;NO
Hibiscus rosa-sinensis;NO;5471;4083;R07340;A;1;0;0;0;Terrestrial;NO;NO;NO;NO
Hieracium blancii;NO;0;0;NA;NA;1;0;0;0;Terrestrial;NO;NO;NO;YES
Hieracium fuscocinereum;NO;0;3;NA;NA;1;0;0;0;Terrestrial;NO;NO;NO;YES
Hieracium legrandianum;NO;0;0;NA;NA;1;0;0;0;Terrestrial;NO;NO;NO;NO
Hierodula tenuidentata;NO;1088;7;NA;NA;1;0;0;0;Terrestrial;NO;NO;NO;NO
Hierodula transcaucasica;NO;0;4;NA;NA;1;0;0;0;Terrestrial;NO;NO;NO;NO
Hildenbrandia occidentalis;NO;0;16;NA;NA;0;0;1;0;Marine;NO;NO;NO;NO
Himantoglossum robertianum;NO;1675;25;NA;NA;1;0;0;0;Terrestrial;NO;NO;NO;YES
Himantopus mexicanus;NO;1797;169;NA;NA;1;0;0;0;Terrestrial;NO;NO;NO;NO
Hippocampus fuscus;NO;1269;395;R07401;A;0;0;1;0;Marine;NO;NO;NO;NO
Hippophae rhamnoides;NO;6850;9532;NA;NA;1;0;0;0;Terrestrial;NO;NO;NO;YES
Hishimonus hamatus;NO;0;9;NA;NA;1;0;0;0;Terrestrial;NO;NO;NO;NO
Holocentrus adscensionis;NO;0;50;R19655;A;0;0;1;0;Marine;NO;NO;NO;NO
Holoparamecus niger;NO;0;1;NA;NA;0;0;1;0;Marine;NO;NO;NO;YES
Homarus americanus;NO;3711;15475;R07443;A;0;0;1;0;Marine;NO;NO;NO;NO
Hoplitis adunca;NO;0;45;NA;NA;1;0;0;0;Terrestrial;NO;NO;NO;YES
Hordeum brachyantherum;NO;743;128;NA;NA;1;0;0;0;Terrestrial;NO;NO;NO;NO
Hordeum distichon;NO;870;470;R18305;A;1;0;0;0;Terrestrial;NO;NO;NO;NO
Hornungia alpina;NO;566;33;NA;NA;1;0;0;0;Terrestrial;NO;NO;NO;YES
Houttuynia cordata;NO;6526;3155;R07490;A;1;1;0;0;Freshwater_Terrestrial;NO;NO;NO;NO
Huso huso;NO;15367;18452;NA;NA;0;1;0;0;Freshwater;NO;NO;NO;YES
Hyacinthus orientalis;NO;2684;757;NA;NA;1;0;0;0;Terrestrial;NO;NO;NO;YES
Hydrangea macrophylla;NO;7371;1541;NA;NA;1;0;0;0;Terrestrial;NO;NO;NO;YES
Hydroides brachyacantha;NO;0;31;R16420;A;0;0;1;0;Marine;NO;NO;NO;NO
Hydroides homoceros;NO;0;4;R16421;A;0;0;1;0;Marine;NO;NO;NO;NO
Hygromia cinctella;NO;0;19;NA;NA;1;0;0;0;Terrestrial;NO;NO;NO;YES
Hylotelephium spectabile;NO;2703;69;R07567;A;1;0;0;0;Terrestrial;NO;NO;NO;NO
Hymenoscyphus fraxineus;NO;2331;485;R19121;A;1;0;0;0;Terrestrial;NO;NO;NO;NO
Hypania invalida;NO;0;81;NA;NA;0;1;0;0;Freshwater;NO;NO;NO;YES
Hypericum hidcoteense;NO;0;1;NA;NA;1;0;0;0;Terrestrial;NO;NO;NO;NO
Hypericum inodorum;NO;3330;29;NA;NA;1;0;0;0;Terrestrial;NO;NO;NO;YES
Hypericum moseranum;NO;0;2;NA;NA;1;0;0;0;Terrestrial;NO;NO;NO;NO
Hypericum mutilum;NO;100;4;R07618;A;1;0;0;0;Terrestrial;NO;NO;NO;NO
Hypericum olympicum;NO;1263;173;NA;NA;1;0;0;0;Terrestrial;NO;NO;NO;YES
Hypnea spinella;NO;0;95;R07634;A;0;0;1;0;Marine;NO;NO;NO;NO
Hypochoeris radicata;NO;897;248;NA;NA;1;0;0;0;Terrestrial;NO;NO;NO;YES
Hystrix indica;NO;1164;716;NA;NA;1;0;0;0;Terrestrial;NO;NO;NO;YES
Ianiropsis serricaudis;NO;0;26;R19359;A;0;0;1;0;Marine;NO;NO;NO;NO
Ibicella lutea;NO;1441;85;R07684;A;1;0;0;0;Terrestrial;NO;NO;NO;NO
Icerya seychellarum;NO;0;103;NA;NA;1;0;0;0;Terrestrial;NO;NO;NO;NO
Ictalurus punctatus;NO;2855;26011;R07692;A;0;1;0;0;Freshwater;NO;NO;NO;NO
Ilex altaclerensis;NO;1846;2;NA;NA;1;0;0;0;Terrestrial;NO;NO;NO;NO
Ilex crenata;NO;7513;812;NA;NA;1;0;0;0;Terrestrial;NO;NO;NO;NO
Ilex meserveae;NO;5392;18;NA;NA;1;0;0;0;Terrestrial;NO;NO;NO;NO
Illinoia liriodendri;NO;0;41;R07711;A;1;0;0;0;Terrestrial;NO;NO;NO;NO
Impatiens balsamina;NO;4112;2174;R07716;A;1;0;0;0;Terrestrial;NO;NO;NO;NO
Impatiens parviflora;NO;2532;832;R07724;A;1;0;0;0;Terrestrial;NO;NO;NO;NO
Ipheion uniflorum;NO;3011;64;NA;NA;1;0;0;0;Terrestrial;NO;NO;NO;NO
Iris hollandica;NO;4872;321;NA;NA;1;0;0;0;Terrestrial;NO;NO;NO;NO
Ischnura senegalensis;NO;1589;219;NA;NA;1;0;0;0;Terrestrial;NO;NO;NO;NO
Isodontia mexicana;NO;1314;51;R07831;A;1;0;0;0;Terrestrial;NO;NO;NO;NO
Isognomon bicolor;NO;0;106;NA;NA;0;0;1;0;Marine;NO;NO;NO;NO
Isognomon legumen;NO;0;23;R19360;A;0;0;1;0;Marine;NO;NO;NO;NO
Jacaranda mimosifolia;NO;8966;594;R07850;A;1;0;0;0;Terrestrial;NO;NO;NO;NO
Jacobaea vulgaris;NO;1963;1049;NA;NA;1;0;0;0;Terrestrial;NO;NO;NO;YES
Janetiella siskiyou;NO;0;2;R07861;A;1;0;0;0;Terrestrial;NO;NO;NO;NO
Japananus hyalinus;NO;0;40;R07864;A;1;0;0;0;Terrestrial;NO;NO;NO;NO
Josephiella microcarpae;NO;0;8;R07877;A;1;0;0;0;Terrestrial;NO;NO;NO;NO
Juglans cinerea;NO;3226;715;R07884;A;1;0;0;0;Terrestrial;NO;NO;NO;NO
Juncus xiphioides;NO;0;1;NA;NA;1;0;0;0;Terrestrial;NO;NO;NO;NO
Juxtacribrilina mutabilis;NO;0;6;NA;NA;0;0;1;0;Marine;NO;NO;NO;NO
Kalanchoe blossfeldiana;NO;6896;1452;NA;NA;1;0;0;0;Terrestrial;NO;NO;NO;NO
Katapsuxis silaifolia;NO;0;1;NA;NA;1;0;0;0;Terrestrial;NO;NO;NO;YES
Knautia macedonica;NO;4527;19;NA;NA;1;0;0;0;Terrestrial;NO;NO;NO;YES
Kniphofia praecox;NO;1088;2;R18925;A;1;0;0;0;Terrestrial;NO;NO;NO;NO
Knipowitschia caucasica;NO;0;92;NA;NA;0;1;1;0;Freshwater_Marine;NO;NO;NO;YES
Koeleria glauca;NO;3344;39;NA;NA;1;0;0;0;Terrestrial;NO;NO;NO;YES
Koenigia campanulata;NO;0;2;NA;NA;1;0;0;0;Terrestrial;NO;NO;NO;NO
Koenigia divaricata;NO;0;2;NA;NA;1;0;0;0;Terrestrial;NO;NO;NO;NO
Koenigia fennica;NO;0;9;NA;NA;1;0;0;0;Terrestrial;NO;NO;NO;YES
Kolkwitzia amabilis;NO;4343;20;R07995;A;1;0;0;0;Terrestrial;NO;NO;NO;NO
Kyphosus vaigiensis;NO;898;84;R19362;C;0;0;1;0;Marine;NO;NO;NO;NO
Lactuca plumieri;NO;0;10;NA;NA;1;0;0;0;Terrestrial;NO;NO;NO;YES
Lactuca sativa;NO;5653;28598;R08052;A;1;0;0;0;Terrestrial;NO;NO;NO;NO
Lagocephalus guentheri;NO;0;46;R08066;A;0;0;1;0;Marine;NO;NO;NO;NO
Lagocephalus sceleratus;consideration;2017;497;R08065;A;0;0;1;0;Marine;NO;NO;NO;NO
Lamium garganicum;NO;0;50;NA;NA;1;0;0;0;Terrestrial;NO;NO;NO;YES
Lamium orvala;NO;2045;11;NA;NA;1;0;0;0;Terrestrial;NO;NO;NO;YES
Lampranthus roseus;NO;852;13;NA;NA;1;0;0;0;Terrestrial;NO;NO;NO;NO
Lampranthus spectabilis;NO;2145;17;R08107;A;1;0;0;0;Terrestrial;NO;NO;NO;NO
Lamprocapnos spectabilis;NO;4171;70;R08108;A;1;0;0;0;Terrestrial;NO;NO;NO;NO
Lamprodila festiva;NO;415;14;NA;NA;1;0;0;0;Terrestrial;NO;NO;NO;YES
Lamprohaminoea ovalis;NO;0;4;NA;NA;0;0;1;0;Marine;NO;NO;NO;NO
Lamprotornis nitens;NO;0;10;NA;NA;1;0;0;0;Terrestrial;NO;NO;NO;NO
Lamprotornis splendidus;NO;0;5;R19808;A;1;0;0;0;Terrestrial;NO;NO;NO;NO
Lantana camara;NO;9209;9355;R08135;A;1;0;0;0;Terrestrial;YES;NO;NO;NO
Lantana depressa;NO;713;57;NA;NA;1;0;0;0;Terrestrial;NO;NO;NO;NO
Lantanophaga pusillidactylus;NO;0;6;NA;NA;1;0;0;0;Terrestrial;NO;NO;NO;NO
Lasius alienus;NO;1523;169;NA;NA;1;0;0;0;Terrestrial;NO;NO;NO;YES
Lathyrus heterophyllus;NO;357;39;NA;NA;1;0;0;0;Terrestrial;NO;NO;NO;YES
Lathyrus latifolius;NO;3702;502;NA;NA;1;0;0;0;Terrestrial;NO;NO;NO;YES
Laurus nobilis;NO;7274;6014;NA;NA;1;0;0;0;Terrestrial;NO;NO;NO;YES
Lecanosticta acicola;NO;0;100;NA;NA;1;0;0;0;Terrestrial;NO;NO;YES;NO
Lemna minuta;NO;1240;351;R08297;A;0;1;0;0;Freshwater;NO;NO;NO;NO
Leonnates persicus;NO;0;25;R08306;A;0;0;1;0;Marine;NO;NO;NO;NO
Leonotis leonurus;NO;5992;904;R18406;A;0;1;0;0;Freshwater;NO;NO;NO;NO
Lepidasthenia brunnea;NO;0;2;NA;NA;0;0;1;0;Marine;NO;NO;NO;YES
Lepidocyrtus nigrescens;NO;0;1;NA;NA;1;0;0;0;Terrestrial;NO;NO;NO;YES
Leptoglossus occidentalis;NO;2557;415;R08399;A;1;0;0;0;Terrestrial;NO;NO;NO;NO
Leptorhabdos parviflora;NO;0;6;NA;NA;1;0;0;0;Terrestrial;NO;NO;NO;NO
Lespedeza bicolor;NO;2486;564;NA;NA;1;0;0;0;Terrestrial;NO;NO;NO;NO
Leucaena leucocephala;NO;6437;11790;R08440;A;1;0;0;0;Terrestrial;YES;NO;NO;NO
Leuciscus aspius;NO;1563;254;NA;NA;0;1;0;0;Freshwater;NO;NO;NO;YES
